,route,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available,state,From,To
124,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:20,07h 25m,04:45,4.5,420.0,36,Punjab,Phagwara,Delhi
125,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:20,07h 10m,06:30,4.6,337.0,38,Punjab,Phagwara,Delhi
126,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:40,07h 40m,06:20,4.4,420.0,34,Punjab,Phagwara,Delhi
127,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Laxmi holidays,VE A/C Sleeper (2+1),23:10,07h 35m,06:45,4.4,570.0,32,Punjab,Phagwara,Delhi
128,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Yolo Bus,VE A/C Seater / Sleeper (2+1),21:37,07h 23m,05:00,4.4,400.0,20,Punjab,Phagwara,Delhi
129,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:55,07h 05m,06:00,4.6,328.0,34,Punjab,Phagwara,Delhi
130,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Zingbus Plus,Scania A/C Semi Sleeper (2+2),23:10,07h 10m,06:20,4.7,396.0,23,Punjab,Phagwara,Delhi
131,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:35,07h 25m,07:00,4.5,570.0,33,Punjab,Phagwara,Delhi
132,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,IntrCity SmartBus,AC Sleeper (2+1),21:55,07h 50m,05:45,4.4,538.0,22,Punjab,Phagwara,Delhi
133,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:40,06h 40m,06:20,4.1,599.0,37,Punjab,Phagwara,Delhi
134,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45,07h 00m,06:45,4.6,375.0,31,Punjab,Phagwara,Delhi
135,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Kingfisher Busline Pvt Ltd,Volvo A/C Multi-Axle Semi Sleeper (2+2),14:50,07h 10m,22:00,0.0,2999.0,49,Punjab,Phagwara,Delhi
136,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Kingfisher Busline Pvt Ltd,Volvo A/C Multi-Axle Semi Sleeper (2+2),20:10,06h 40m,02:50,0.0,2999.0,49,Punjab,Phagwara,Delhi
137,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,New Navyug Travels,A/C Sleeper (2+1),22:00,07h 30m,05:30,4.4,675.0,36,Punjab,Phagwara,Delhi
138,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:35,07h 25m,06:00,4.5,467.0,32,Punjab,Phagwara,Delhi
139,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:55,08h 05m,06:00,4.5,487.0,27,Punjab,Phagwara,Delhi
140,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:40,06h 40m,05:20,4.2,499.0,32,Punjab,Phagwara,Delhi
141,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:35,07h 05m,05:40,4.9,427.0,30,Punjab,Phagwara,Delhi
142,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:55,06h 00m,05:55,3.8,554.0,45,Punjab,Phagwara,Delhi
143,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,06h 55m,05:40,4.1,337.0,30,Punjab,Phagwara,Delhi
144,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:45,06h 35m,05:20,2.7,499.0,29,Punjab,Phagwara,Delhi
145,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:57,06h 33m,06:30,2.3,499.0,34,Punjab,Phagwara,Delhi
146,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:55,06h 55m,06:50,2.0,449.0,34,Punjab,Phagwara,Delhi
147,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),23:45,06h 45m,06:30,4.7,700.0,36,Punjab,Phagwara,Delhi
148,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:25,07h 00m,06:25,4.5,425.0,38,Punjab,Phagwara,Delhi
149,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:55,06h 15m,05:10,3.8,600.0,33,Punjab,Phagwara,Delhi
150,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:35,05h 40m,05:15,3.8,499.0,30,Punjab,Phagwara,Delhi
151,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:55,06h 55m,06:50,3.6,499.0,34,Punjab,Phagwara,Delhi
152,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:47,06h 18m,06:05,3.6,599.0,25,Punjab,Phagwara,Delhi
153,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,NueGo,Electric A/C Seater (2+2),12:55,08h 10m,21:05,3.3,380.0,28,Punjab,Phagwara,Delhi
154,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Prince Travels,A/C Seater / Sleeper (2+2),23:55,06h 05m,06:00,3.1,1099.0,42,Punjab,Phagwara,Delhi
155,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Khurana Bus Service,Volvo A/C (2+2),18:55,07h 45m,02:40,3.6,599.0,34,Punjab,Phagwara,Delhi
156,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),16:40,08h 50m,01:30,2.9,925.0,38,Punjab,Phagwara,Delhi
157,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,07h 05m,06:10,4.4,425.0,35,Punjab,Phagwara,Delhi
158,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,SPEED BUS,Volvo A/C Semi Sleeper (2+2),15:30,06h 40m,22:10,4.0,1299.0,41,Punjab,Phagwara,Delhi
159,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,SPEED BUS,Volvo A/C Semi Sleeper (2+2),14:10,20h 15m,10:25,4.0,1099.0,41,Punjab,Phagwara,Delhi
160,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),19:40,06h 44m,02:24,3.7,1000.0,53,Punjab,Phagwara,Delhi
161,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),19:40,06h 45m,02:25,3.7,1000.0,53,Punjab,Phagwara,Delhi
162,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,NueGo,Electric A/C Seater/Sleeper (2+1),12:55,08h 10m,21:05,3.3,664.0,39,Punjab,Phagwara,Delhi
163,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,SHREE SATGURU TRAVELS,A/C Seater / Sleeper (2+2),23:58,06h 02m,06:00,2.7,499.0,36,Punjab,Phagwara,Delhi
164,Phagwara to Delhi,https://www.redbus.in/bus-tickets/phagwara-to-delhi,Armaan Tour & Travels,A/C Seater / Sleeper (2+1),21:45,08h 15m,06:00,2.4,719.0,48,Punjab,Phagwara,Delhi
165,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,PEPSU (Punjab) - 67096,Volvo AC Seater (2+2),15:00,08h 10m,23:10,3.0,1007.0,29,Punjab,Jalandhar,Delhi
166,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,PEPSU (Punjab) - 67135,Volvo AC Seater (2+2),15:33,10h 02m,01:35,3.0,1007.0,36,Punjab,Jalandhar,Delhi
167,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,PEPSU (Punjab) - 67098,Volvo AC Seater (2+2),18:10,09h 15m,03:25,4.1,1007.0,36,Punjab,Jalandhar,Delhi
168,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),19:10,08h 40m,03:50,4.2,1007.0,34,Punjab,Jalandhar,Delhi
169,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:10,07h 20m,06:30,4.8,337.0,38,Punjab,Jalandhar,Delhi
170,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Zingbus Plus,Scania A/C Semi Sleeper (2+2),22:50,07h 30m,06:20,4.7,417.0,23,Punjab,Jalandhar,Delhi
171,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:05,07h 40m,04:45,4.5,420.0,36,Punjab,Jalandhar,Delhi
172,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Yolo Bus,VE A/C Seater / Sleeper (2+1),21:11,07h 49m,05:00,4.5,400.0,20,Punjab,Jalandhar,Delhi
173,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:30,07h 10m,05:40,4.6,337.0,30,Punjab,Jalandhar,Delhi
174,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:26,07h 02m,06:28,4.5,400.0,27,Punjab,Jalandhar,Delhi
175,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Laxmi holidays,VE A/C Sleeper (2+1),23:05,07h 40m,06:45,4.4,570.0,32,Punjab,Jalandhar,Delhi
176,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,07h 15m,06:00,4.5,346.0,34,Punjab,Jalandhar,Delhi
177,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:35,07h 45m,06:20,4.3,420.0,34,Punjab,Jalandhar,Delhi
178,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:30,06h 50m,06:20,4.5,599.0,37,Punjab,Jalandhar,Delhi
179,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,IntrCity SmartBus,AC Sleeper (2+1),21:30,08h 15m,05:45,4.4,538.0,22,Punjab,Jalandhar,Delhi
180,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:25,07h 35m,07:00,4.3,570.0,33,Punjab,Jalandhar,Delhi
181,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,R S YADAV SMART BUS PRIVATE LIMITED,Bharat Benz A/C Seater /Sleeper (2+1),22:55,07h 10m,06:05,4.6,499.0,30,Punjab,Jalandhar,Delhi
182,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Kingfisher Busline Pvt Ltd,Volvo A/C Multi-Axle Semi Sleeper (2+2),19:40,07h 10m,02:50,0.0,2999.0,49,Punjab,Jalandhar,Delhi
183,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:50,07h 00m,06:50,1.8,449.0,34,Punjab,Jalandhar,Delhi
184,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:50,07h 00m,06:50,4.0,499.0,34,Punjab,Jalandhar,Delhi
185,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Kingfisher Busline Pvt Ltd,Volvo A/C Multi-Axle Semi Sleeper (2+2),14:25,07h 35m,22:00,0.0,2999.0,49,Punjab,Jalandhar,Delhi
186,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:55,07h 35m,07:30,4.3,570.0,27,Punjab,Jalandhar,Delhi
187,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:54,06h 36m,06:30,3.4,499.0,30,Punjab,Jalandhar,Delhi
188,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,New Navyug Travels,A/C Sleeper (2+1),21:50,07h 40m,05:30,4.1,675.0,34,Punjab,Jalandhar,Delhi
189,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,07h 20m,07:15,4.0,337.0,38,Punjab,Jalandhar,Delhi
190,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:20,08h 40m,06:00,4.1,487.0,27,Punjab,Jalandhar,Delhi
191,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:35,07h 10m,06:45,4.1,337.0,31,Punjab,Jalandhar,Delhi
192,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:30,06h 50m,05:20,3.8,499.0,32,Punjab,Jalandhar,Delhi
193,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Khurana Bus Service,Volvo A/C (2+2),18:35,08h 05m,02:40,3.1,599.0,31,Punjab,Jalandhar,Delhi
194,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:30,06h 50m,05:20,3.8,499.0,32,Punjab,Jalandhar,Delhi
195,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:15,07h 45m,06:00,4.3,467.0,32,Punjab,Jalandhar,Delhi
196,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:40,06h 30m,05:10,3.6,600.0,30,Punjab,Jalandhar,Delhi
197,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),21:50,06h 20m,04:10,4.2,554.0,43,Punjab,Jalandhar,Delhi
198,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:15,07h 10m,06:25,4.4,425.0,38,Punjab,Jalandhar,Delhi
199,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:30,06h 35m,06:05,4.2,599.0,27,Punjab,Jalandhar,Delhi
200,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,City Land Travels,A/C Seater/Sleeper (2+1),23:59,07h 31m,07:30,3.6,529.0,31,Punjab,Jalandhar,Delhi
201,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:58,07h 17m,07:15,4.1,337.0,35,Punjab,Jalandhar,Delhi
202,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,NueGo,Electric A/C Seater/Sleeper (2+1),23:45,08h 40m,08:25,4.6,380.0,39,Punjab,Jalandhar,Delhi
203,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),23:25,07h 05m,06:30,4.3,700.0,32,Punjab,Jalandhar,Delhi
204,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Armaan Tour & Travels,A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,1.9,719.0,48,Punjab,Jalandhar,Delhi
205,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:10,06h 05m,05:15,2.4,499.0,30,Punjab,Jalandhar,Delhi
206,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Lavish Travels,A/C Seater / Sleeper (2+2),23:40,05h 50m,05:30,2.7,494.0,40,Punjab,Jalandhar,Delhi
207,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,NueGo,Electric A/C Seater (2+2),12:25,08h 40m,21:05,1.9,380.0,28,Punjab,Jalandhar,Delhi
208,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,07h 25m,06:10,4.9,425.0,35,Punjab,Jalandhar,Delhi
209,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Prince Travels,A/C Seater / Sleeper (2+2),23:45,06h 15m,06:00,3.1,1099.0,42,Punjab,Jalandhar,Delhi
210,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,FlixBus,A/C Sleeper (2+1),23:30,07h 05m,06:35,4.0,241.0,27,Punjab,Jalandhar,Delhi
211,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Travel Point,A/C Seater / Sleeper (2+2),22:25,06h 55m,05:20,2.7,949.0,50,Punjab,Jalandhar,Delhi
212,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,SHREE SATGURU TRAVELS,A/C Seater / Sleeper (2+2),23:50,06h 10m,06:00,1.3,499.0,38,Punjab,Jalandhar,Delhi
213,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,K.S Travels,A/C Semi Sleeper / Sleeper (2+2),23:30,06h 00m,05:30,2.4,800.0,52,Punjab,Jalandhar,Delhi
214,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),16:20,09h 10m,01:30,2.3,925.0,38,Punjab,Jalandhar,Delhi
215,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,Ashok Travels,A/C Seater / Sleeper (2+2),23:00,07h 00m,06:00,2.4,759.0,52,Punjab,Jalandhar,Delhi
216,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,MM Travels,A/C Seater / Sleeper (2+2),16:30,10h 30m,03:00,0.0,999.0,23,Punjab,Jalandhar,Delhi
217,Jalandhar to Delhi,https://www.redbus.in/bus-tickets/jalandhar-to-delhi,MM Travels,A/C Seater / Sleeper (2+2),16:30,10h 30m,03:00,0.0,799.0,28,Punjab,Jalandhar,Delhi
218,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,PEPSU (Punjab) - 67123,Volvo AC Seater (2+2),13:45,07h 25m,21:10,3.5,1007.0,37,Punjab,Delhi,Jalandhar
219,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,PEPSU (Punjab) - 67166,Volvo AC Seater (2+2),16:50,07h 20m,00:10,3.5,1007.0,39,Punjab,Delhi,Jalandhar
220,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),17:40,07h 10m,00:50,3.9,1007.0,37,Punjab,Delhi,Jalandhar
221,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:50,08h 30m,06:20,3.5,1007.0,38,Punjab,Delhi,Jalandhar
222,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:45,08h 45m,06:30,4.7,344.0,37,Punjab,Delhi,Jalandhar
223,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:30,06h 59m,06:29,4.6,400.0,27,Punjab,Delhi,Jalandhar
224,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:30,08h 30m,06:00,4.7,383.0,32,Punjab,Delhi,Jalandhar
225,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,AdIntrCity SmartBus,AC Sleeper (2+1),22:00,09h 10m,07:10,4.5,442.0,25,Punjab,Delhi,Jalandhar
226,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,07h 20m,05:40,4.4,420.0,40,Punjab,Delhi,Jalandhar
227,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,08h 20m,07:05,4.5,344.0,36,Punjab,Delhi,Jalandhar
228,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:31,07h 44m,06:15,4.5,400.0,29,Punjab,Delhi,Jalandhar
229,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,AdGolden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:58,06h 57m,05:55,3.9,499.0,36,Punjab,Delhi,Jalandhar
230,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Zingbus Plus,Scania A/C Semi Sleeper (2+2),23:05,06h 40m,05:45,4.5,342.0,29,Punjab,Delhi,Jalandhar
231,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,07h 50m,07:30,4.4,570.0,35,Punjab,Delhi,Jalandhar
232,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:15,09h 40m,05:55,4.4,337.0,37,Punjab,Delhi,Jalandhar
233,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,07h 40m,07:10,4.3,570.0,34,Punjab,Delhi,Jalandhar
234,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,07h 55m,04:25,4.4,487.0,31,Punjab,Delhi,Jalandhar
235,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,08h 00m,06:00,4.2,420.0,40,Punjab,Delhi,Jalandhar
236,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Laxmi holidays,VE A/C Sleeper (2+1),23:00,08h 10m,07:10,4.2,570.0,35,Punjab,Delhi,Jalandhar
237,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:45,08h 45m,05:30,4.3,446.0,28,Punjab,Delhi,Jalandhar
238,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,New Navyug Travels,A/C Sleeper (2+1),22:45,07h 25m,06:10,4.1,625.0,34,Punjab,Delhi,Jalandhar
239,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:50,07h 27m,06:17,4.1,599.0,32,Punjab,Delhi,Jalandhar
240,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,R S YADAV SMART BUS PRIVATE LIMITED,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),22:30,07h 31m,06:01,4.7,599.0,24,Punjab,Delhi,Jalandhar
241,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:15,08h 55m,07:10,4.6,348.0,31,Punjab,Delhi,Jalandhar
242,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Kingfisher Busline Pvt Ltd,Volvo A/C Multi-Axle Semi Sleeper (2+2),13:40,07h 50m,21:30,0.0,999.0,49,Punjab,Delhi,Jalandhar
243,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:55,07h 20m,06:15,3.1,449.0,32,Punjab,Delhi,Jalandhar
244,Delhi to Jalandhar,https://www.redbus.in/bus-tickets/delhi-to-jalandhar,Kingfisher Busline Pvt Ltd,Volvo A/C Multi-Axle Semi Sleeper (2+2),09:40,08h 20m,18:00,0.0,1999.0,49,Punjab,Delhi,Jalandhar
